,year,company,eia_id,cec_id,plant,state,capacity_MW,gross_MWhm,net_MWh
364,2016,See WPRS for details,Missing,W0447,San Gorgonio Wind,CA,49.5,187884,187884
365,2016,See WPRS for details,Missing,W0449,Terra-Gen VG Wind,CA,7.4,13321,13321
366,2016,See WPRS for details,Missing,W0450,Mountain View I,CA,44.4,126972,126972
367,2016,See WPRS for details,Missing,W0451,Mountain View II,CA,22.2,61572,61572
368,2016,See WPRS for details,Missing,W0452,Cabazon Wind,CA,38.8,61442,61442
369,2016,See WPRS for details,Missing,W0455,City of Soledad,CA,1.0,4292,4292
370,2016,See WPRS for details,Missing,W0457,Taylor Farms,CA,1.0,3892,3892
371,2016,See WPRS for details,Missing,W0458,Rising Tree Wind Farm I,CA,79.2,243487,243487
372,2016,See WPRS for details,Missing,W0459,Rising Tree Wind Farm II,CA,19.8,59198,59198
373,2016,See WPRS for details,60049,W0461,Golden Hills,CA,85.9,282639,282639
374,2016,See WPRS for details,Missing,W0463,Coram Energy LLC,CA,15.0,50756,50756
375,2016,Shiloh III Wind Project,56874,W0384,Shiloh Wind Project 2 LLC (Shiloh II & III),CA,153.8,399427,399427
376,2016,Terra-Gen Operating Company,50690,W0283,San Gorgonio Westwinds II,CA,43.4,110413,110413
377,2016,Terra-Gen Operating Company,52161,W0359,Kumeyaay Wind Farm,CA,50.0,143754,143754
378,2016,Terra-Gen Operating Company,54931,W0361,Whitewater Hill Partners LLC,CA,61.5,138295,138295
379,2016,Terra-Gen Operating Company,57757,W0367,Pacific Wind Project LLC,CA,143.5,328828,328828
380,2016,Terra-Gen Operating Company,57282,W0370,Alta I Wind Energy Center,CA,150.0,413306,413306
381,2016,Terra-Gen Operating Company,57291,W0372,Alta II Wind Energy Center,CA,150.0,360211,360211
382,2016,Terra-Gen Operating Company,57292,W0387,Alta III Wind Energy Center,CA,150.0,380370,380370
383,2016,Terra-Gen Operating Company,57293,W0388,Alta IV Wind Energy Center,CA,102.0,183385,183385
384,2016,Terra-Gen Operating Company,57294,W0389,Alta V Wind Energy Center,CA,168.0,293760,293760
385,2016,Terra-Gen Operating Company,10586,W0407,Cameron Ridge,CA,59.7,175186,175186
386,2016,Terra-Gen Operating Company,57834,W0415,Pinyon Pines Winds I,CA,168.0,346699,346699
387,2016,Terra-Gen Operating Company,57837,W0416,Pinyon Pines Winds II,CA,132.0,250438,250438
388,2016,Westwind Association,Missing,W0300,Westwind Partners LLC (ENXCO) - Decommissioned 7/1/2016,CA,9.1,6101,6101
389,2016,Windpower Partners 1993 LP,50276,W0318,Wintec Energy Ltd.,CA,2.2,2295,2295
390,2016,Windstar Energy LLC,57774,W0419,Windstar Energy LLC,CA,120.0,299341,299341
391,2017,Alta Wind VIII LLC,57835,W0393,Alta Wind VIII LLC,CA,150.0,251380,251380
392,2017,BP Wind Energy North America,50553,W0391,Edom Hills Project 1 LLC,CA,20.0,42858,42858
393,2017,CalWind Resources Inc,10191,W0284,Wind Resource I (Calwind Wind Resource I),CA,8.7,14072,14072
394,2017,CalWind Resources Inc,54909,W0320,Wind Resource II (Calwind),CA,20.0,48641,48641
395,2017,Coram California Development LP,57962,W0408,Coram California Development LP,CA,102.0,261392,261392
396,2017,Difwinds Farm Ltd V,54685,W0386,Difwind Farms LTD V,CA,8.0,10748,10748
397,2017,EUI Management PH Inc,10027,W0268,EUIPH Wind Farm,CA,25.2,37098,37098
398,2017,EverPower Wind Holdings Inc,57833,W0406,Mustang Hills LLC (Alta Wind VI Energy Center),CA,150.0,289376,289376
399,2017,Foundation Windpower,57594,W0395,Teichert Vernalis,CA,1.5,1829,1829
400,2017,Foundation Windpower,57626,W0396,Safeway Tracy,CA,2.0,2912,2912
401,2017,Foundation Windpower,57792,W0397,IEUA,CA,1.0,474,474
402,2017,Foundation Windpower,57791,W0398,Anheuser-Busch,CA,1.5,2948,2948
403,2017,Foundation Windpower,58112,W0399,Cemex Madison,CA,1.0,1831,1831
404,2017,Foundation Windpower,58105,W0400,Wal-Mart Red Bluff,CA,1.0,2131,2131
405,2017,Foundation Windpower,58113,W0401,Robertsons Ready-Mix,CA,2.0,9089,9089
406,2017,Foundation Windpower,58114,W0402,Nestle Waters,CA,3.2,13049,13049
407,2017,Foundation Windpower,58102,W0403,Cemex BMQ,CA,3.0,3383,3383
408,2017,Foundation Windpower,58105,W0404,Cemex River Plant,CA,3.2,3085,3085
409,2017,Foundation Windpower,58104,W0405,Superior Farms,CA,1.0,1550,1550
410,2017,Foundation Windpower,Missing,W0456,Anheuser-Busch #2,CA,1.6,3614,3614
411,2017,FPL Energy Operating Services Inc,54647,W0270,Terra-Gen Mojave Windfarms (TPC Wind Farms - Tehachapi Power Purchase Trust),CA,28.3,55586,55586
412,2017,FPL Energy Operating Services Inc,52143,W0312,Mojave 3 (Mojave 3-4-5 (Desertwind II PPC Trust) - 6113),CA,23.5,56668,56668
413,2017,FPL Energy Operating Services Inc,50536,W0357,Solano Wind 12 (SMUD Solano Phase 2),CA,102.2,200409,200409
414,2017,FPL Energy Operating Services Inc,55152,W0358,Shiloh I Wind (Victory Garden Prtnr PHIV),CA,150.0,354640,354640
415,2017,FPL Energy Operating Services Inc,50823,W0364,Dillon Wind,CA,45.0,125165,125165
416,2017,FPL Energy Operating Services Inc,52143,W0365,Difwind Farms LTD I,CA,6.5,8308,8308
417,2017,FPL Energy Operating Services Inc,52143,W0366,Difwind Farms LTD II,CA,4.2,4347,4347
418,2017,Hatchet Ridge Wind LLC,56654,W0369,Hatchet Ridge Wind LLC,CA,101.2,292430,292430
419,2017,International Turbine Research,10005,W0354,International Turbine Research Inc. (Retired June 14 2018),CA,18.4,20957,20957
420,2017,Los Angeles Department of Water & Power (LADWP),56433,W0368,Pine Tree Wind Power Plant,CA,135.0,277814,277814
421,2017,Mesa Wind Power Corporation,50535,W0260,Mesa Wind Power Corporation,CA,29.9,5211,5211
422,2017,Mojave 16/17/18 LLC,50822,W0313,Mojave 16 17 18 (Mojave 16-17-18  (Desertwind III PPC Trust) - 6063-6114),CA,83.6,105088,105088
423,2017,NextEra Energy Resources LLC,57201,W0371,FPL Energy Montezuma Winds LLC,CA,36.8,88736,88736
424,2017,NextEra Energy Resources LLC,57701,W0392,Montezuma Wind II,CA,78.2,178426,178426
425,2017,NextEra Energy Resources LLC,57700,W0394,Vasco Wind Energy Center,CA,78.2,233404,233404
426,2017,NextEra Energy Resources LLC,50013,W0423,Diablo Wind LLC,CA,18.0,61056,61056
427,2017,North Sky River Energy LLC,58121,W0414,North Sky River LLC,CA,162.0,485691,485691
428,2017,Not Available,50552,W0258,Cabazon Wind Partners LLC,CA,40.9,116822,116822
429,2017,Not Available,50532,W0271,Wind Stream Operations 6039 (Zond Systems  Inc - 6039),CA,6.3,7611,7611
430,2017,Not Available,50532,W0272,Wind Stream Operations 6040 (Zond Systems  Inc - 6040),CA,6.7,8818,8818
431,2017,Not Available,50532,W0273,Wind Stream Operations 6041 (Zond Systems  Inc - 6041),CA,4.5,4842,4842
432,2017,Not Available,56570,W0274,Wind Stream Operations 6042 (Zond Systems  Inc - 6042),CA,6.3,8538,8538
433,2017,Not Available,52161,W0275,85A (Zond Systems  Inc - 6043),CA,14.1,16381,16381
434,2017,Not Available,52163,W0276,85B (Zond Systems  Inc - 6044),CA,21.1,19492,19492
435,2017,Not Available,50536,W0289,Sky River Partnership (ESI Energy  Inc - 6065),CA,69.8,141989,141989
436,2017,Not Available,Missing,W0304,Victory Gardens IV (6103),CA,20.7,31493,31493
437,2017,Not Available,52161,W0306,Terra-Gen 251 Wind (Zond Monolith X),CA,16.9,24458,24458
438,2017,Not Available,Missing,W0310,Wind Stream Operations 6111 (AES Tehachapi Wind - Zond Systems  Inc - Northwind),CA,6.3,7335,7335
439,2017,Not Available,50533,W0311,Painted Hills Wind Developers (Zond Systems Inc - 6112),CA,19.2,31823,31823
440,2017,Not Available,Missing,W0465,Scheid Vineyards,CA,1.9,845,845
441,2017,Oasis Power Partners LLC,56302,W0385,Oasis Power Partners LLC,CA,60.0,174020,174020
442,2017,Pettern Energy (Ocotillo LLC),57514,W0409,Ocotillo Express LLC,CA,265.4,541953,541953
443,2017,Ridgetop Energy LLC,54931,W0265,Ridgetop Energy II (Cannon Energy Corp),CA,46.9,144090,144090
444,2017,Ridgetop Energy LLC,10597,W0297,Ridgetop Energy (Cannon Energy Corp - 6092),CA,28.5,48346,48346
445,2017,San Gorgornio Farms Inc,50281,W0261,San Gorgonio Farms Wind Farm,CA,30.9,86019,86019
446,2017,San Gorgornio Farms Inc,10718,W0286,Karen Avenue Wind Farm,CA,11.7,27253,27253
447,2017,Seawest Energy Group,54258,W0277,Phoenix Wind (Section 20 Trust),CA,2.1,0,0
448,2017,Seawest Energy Group,50820,W0278,East Winds Project (NAWP Inc),CA,3.0,6615,6615
449,2017,Seawest Energy Group,40485,W0292,Altech III (NAWP Inc. - 6087),CA,18.2,21522,21522
450,2017,Seawest Energy Group,57302,W0299,Green Power I (Dutch Energy Corp),CA,16.2,25272,25272
451,2017,Seawest Energy Group,56075,W0355,High Winds,CA,162.0,306853,306853
452,2017,Seawest Energy Group,58092,W0356,Solano Wind 3 (SMUD Solano Phase 1),CA,127.8,332368,332368
453,2017,See WPRS for details,Missing,W0259,Mogul Energy,CA,4.0,0,0
454,2017,See WPRS for details,50386,W0262,Windland Inc Boxcar I,CA,7.5,16901,16901
455,2017,See WPRS for details,Missing,W0301,Windland Inc Boxcar II,CA,7.8,18268,18268
456,2017,See WPRS for details,50754,W0319,Oak Creek Wind Power,CA,31.5,62261,62261
457,2017,See WPRS for details,10586,W0360,Mountain View III,CA,22.4,63397,63397
458,2017,See WPRS for details,54686,W0374,Difwind Farms Ltd VI,CA,22.3,32646,32646
459,2017,See WPRS for details,54453,W0380,EDF Renewable Windfarm V Inc (ENXCO V),CA,15.5,23308,23308
460,2017,See WPRS for details,Missing,W0390,Golden Acorn Casino,CA,1.0,3698,3698
461,2017,See WPRS for details,Missing,W0413,WAGNER WIND LLC,CA,6.0,17615,17615
462,2017,See WPRS for details,Missing,W0420,Manzana Wind,CA,189.0,504558,504558
463,2017,See WPRS for details,Missing,W0421,Shiloh III Wind Project LLC,CA,102.5,250578,250578
464,2017,See WPRS for details,Missing,W0422,Shiloh IV Wind Project LLC,CA,102.5,268221,268221
465,2017,See WPRS for details,Missing,W0426,Buena Vista Energy LLC,CA,38.0,86416,86416
466,2017,See WPRS for details,Missing,W0430,Mountain View IV,CA,49.0,128856,128856
467,2017,See WPRS for details,Missing,W0437,Wintec Energy #2-A,CA,1.3,3542,3542
468,2017,See WPRS for details,59236,W0438,Rising Tree Wind Farm III,CA,99.0,334683,334683
469,2017,See WPRS for details,Missing,W0439,Dutch Energy Wind Farm,CA,9.5,16608,16608
470,2017,See WPRS for details,Missing,W0440,Garnet Wind Energy Center,CA,6.5,17232,17232
471,2017,See WPRS for details,Missing,W0441,Alta X Wind Energy Center,CA,136.8,343480,343480
472,2017,See WPRS for details,Missing,W0442,Alta XI Wind Energy Center,CA,89.7,237246,237246
473,2017,See WPRS for details,Missing,W0443,Mojave 4,CA,29.0,70584,70584
474,2017,See WPRS for details,Missing,W0444,Mojave 5,CA,22.5,56623,56623
475,2017,See WPRS for details,Missing,W0445,Coram Tehachapi LP,CA,6.5,12554,12554
476,2017,See WPRS for details,Missing,W0447,San Gorgonio Wind,CA,49.5,167064,167064
477,2017,See WPRS for details,Missing,W0449,Terra-Gen VG Wind,CA,6.7,9983,9983
478,2017,See WPRS for details,Missing,W0450,Mountain View I,CA,44.4,104527,104527
479,2017,See WPRS for details,Missing,W0451,Mountain View II,CA,22.2,51726,51726
480,2017,See WPRS for details,Missing,W0452,Cabazon Wind,CA,38.8,63474,63474
481,2017,See WPRS for details,Missing,W0455,City of Soledad,CA,1.0,4024,4024
482,2017,See WPRS for details,Missing,W0457,Taylor Farms,CA,1.0,3662,3662
483,2017,See WPRS for details,Missing,W0458,Rising Tree Wind Farm I,CA,79.2,251067,251067
484,2017,See WPRS for details,Missing,W0459,Rising Tree Wind Farm II,CA,19.8,54593,54593
485,2017,See WPRS for details,60049,W0461,Golden Hills,CA,85.9,280310,280310
486,2017,See WPRS for details,Missing,W0463,Coram Energy LLC,CA,15.0,45974,45974
487,2017,See WPRS for details,Missing,W0468,Golden Hills North,CA,46.0,9254,9254
488,2017,Shiloh III Wind Project,56874,W0384,Shiloh Wind Project 2 LLC (Shiloh II & III),CA,153.8,376605,376605
489,2017,Terra-Gen Operating Company,50690,W0283,San Gorgonio Westwinds II,CA,43.4,110549,110549
490,2017,Terra-Gen Operating Company,52161,W0359,Kumeyaay Wind Farm,CA,50.0,118317,118317
491,2017,Terra-Gen Operating Company,54931,W0361,Whitewater Hill Partners LLC,CA,61.5,165042,165042
492,2017,Terra-Gen Operating Company,57757,W0367,Pacific Wind Project LLC,CA,143.5,309711,309711
493,2017,Terra-Gen Operating Company,57282,W0370,Alta I Wind Energy Center,CA,150.0,369964,369964
494,2017,Terra-Gen Operating Company,57291,W0372,Alta II Wind Energy Center,CA,150.0,326079,326079
495,2017,Terra-Gen Operating Company,57292,W0387,Alta III Wind Energy Center,CA,150.0,350658,350658
496,2017,Terra-Gen Operating Company,57293,W0388,Alta IV Wind Energy Center,CA,102.0,164311,164311
497,2017,Terra-Gen Operating Company,57294,W0389,Alta V Wind Energy Center,CA,168.0,265960,265960
498,2017,Terra-Gen Operating Company,10586,W0407,Cameron Ridge,CA,59.7,167738,167738
499,2017,Terra-Gen Operating Company,57834,W0415,Pinyon Pines Winds I,CA,168.0,319581,319581
500,2017,Terra-Gen Operating Company,57837,W0416,Pinyon Pines Winds II,CA,132.0,230441,230441
501,2017,Windpower Partners 1993 LP,50276,W0318,Wintec Energy Ltd.,CA,2.2,2044,2044
502,2017,Windstar Energy LLC,57774,W0419,Windstar Energy LLC,CA,120.0,285384,285384
503,2018,Alta Wind VIII LLC,57835,W0393,Alta Wind VIII LLC,CA,150.0,277077,277077
504,2018,BP Wind Energy North America,50553,W0391,Edom Hills Project 1 LLC,CA,20.0,37700,37700
505,2018,CalWind Resources Inc,10191,W0284,Wind Resource I (Calwind Wind Resource I),CA,8.7,14337,14337
506,2018,CalWind Resources Inc,54909,W0320,Wind Resource II (Calwind),CA,20.0,48422,48422
507,2018,Coram California Development LP,57962,W0408,Coram California Development LP,CA,102.0,282009,282009
508,2018,Difwinds Farm Ltd V,54685,W0386,Difwind Farms LTD V,CA,8.0,8793,8793
509,2018,EUI Management PH Inc,10027,W0268,EUIPH Wind Farm,CA,25.2,40322,40322
510,2018,EverPower Wind Holdings Inc,57833,W0406,Mustang Hills LLC (Alta Wind VI Energy Center),CA,150.0,440887,440887
511,2018,Foundation Windpower,57594,W0395,Teichert Vernalis,CA,1.5,1921,1921
512,2018,Foundation Windpower,57626,W0396,Safeway Tracy,CA,2.0,2662,2662
513,2018,Foundation Windpower,57792,W0397,IEUA,CA,1.0,395,395
514,2018,Foundation Windpower,57791,W0398,Anheuser-Busch,CA,1.5,2582,2582
515,2018,Foundation Windpower,58112,W0399,Cemex Madison,CA,1.0,1649,1649
516,2018,Foundation Windpower,58105,W0400,Wal-Mart Red Bluff,CA,1.0,1363,1363
517,2018,Foundation Windpower,58113,W0401,Robertsons Ready-Mix,CA,2.0,9589,9589
518,2018,Foundation Windpower,58114,W0402,Nestle Waters,CA,3.2,13165,13165
519,2018,Foundation Windpower,58102,W0403,Cemex BMQ,CA,3.0,3294,3294
520,2018,Foundation Windpower,58105,W0404,Cemex River Plant,CA,3.2,2939,2939
521,2018,Foundation Windpower,58104,W0405,Superior Farms,CA,1.0,1597,1597
522,2018,Foundation Windpower,Missing,W0456,Anheuser-Busch #2,CA,1.6,3511,3511
523,2018,FPL Energy Operating Services Inc,54647,W0270,Terra-Gen Mojave Windfarms (TPC Wind Farms - Tehachapi Power Purchase Trust),CA,28.3,64439,64439
524,2018,FPL Energy Operating Services Inc,52143,W0312,Mojave 3 (Mojave 3-4-5 (Desertwind II PPC Trust) - 6113),CA,23.5,59211,59211
525,2018,FPL Energy Operating Services Inc,50536,W0357,Solano Wind 12 (SMUD Solano Phase 2),CA,102.2,211632,211632
526,2018,FPL Energy Operating Services Inc,55152,W0358,Shiloh I Wind (Victory Garden Prtnr PHIV),CA,150.0,387676,387676
527,2018,FPL Energy Operating Services Inc,50823,W0364,Dillon Wind,CA,45.0,146855,146855
528,2018,FPL Energy Operating Services Inc,52143,W0365,Difwind Farms LTD I,CA,6.5,6996,6996
529,2018,FPL Energy Operating Services Inc,52143,W0366,Difwind Farms LTD II,CA,4.2,1398,1398
530,2018,Hatchet Ridge Wind LLC,56654,W0369,Hatchet Ridge Wind LLC,CA,101.2,258503,258503
531,2018,International Turbine Research,10005,W0354,International Turbine Research Inc. (Retired June 14 2018),CA,18.4,9474,9474
532,2018,Los Angeles Department of Water & Power (LADWP),56433,W0368,Pine Tree Wind Power Plant,CA,135.0,291923,285189
533,2018,Mesa Wind Power Corporation,50535,W0260,Mesa Wind Power Corporation,CA,29.9,5055,5055
534,2018,Mojave 16/17/18 LLC,50822,W0313,Mojave 16 17 18 (Mojave 16-17-18  (Desertwind III PPC Trust) - 6063-6114),CA,83.6,120863,120863
535,2018,NextEra Energy Resources LLC,57201,W0371,FPL Energy Montezuma Winds LLC,CA,36.8,100413,100413
536,2018,NextEra Energy Resources LLC,57701,W0392,Montezuma Wind II,CA,78.2,225977,225977
537,2018,NextEra Energy Resources LLC,57700,W0394,Vasco Wind Energy Center,CA,78.2,210358,210358
538,2018,NextEra Energy Resources LLC,50013,W0423,Diablo Wind LLC,CA,18.0,78597,78597
539,2018,North Sky River Energy LLC,58121,W0414,North Sky River LLC,CA,162.0,459333,459333
540,2018,Not Available,50552,W0258,Cabazon Wind Partners LLC,CA,40.9,113364,113364
541,2018,Not Available,50532,W0271,Wind Stream Operations 6039 (Zond Systems  Inc - 6039),CA,6.3,8248,8248
542,2018,Not Available,50532,W0272,Wind Stream Operations 6040 (Zond Systems  Inc - 6040),CA,6.7,8494,8494
543,2018,Not Available,50532,W0273,Wind Stream Operations 6041 (Zond Systems  Inc - 6041),CA,4.5,5464,5464
544,2018,Not Available,56570,W0274,Wind Stream Operations 6042 (Zond Systems  Inc - 6042),CA,6.3,9991,9991
545,2018,Not Available,52161,W0275,85A (Zond Systems  Inc - 6043),CA,14.1,15643,15643
546,2018,Not Available,52163,W0276,85B (Zond Systems  Inc - 6044),CA,21.1,18640,18640
547,2018,Not Available,50536,W0289,Sky River Partnership (ESI Energy  Inc - 6065),CA,69.8,120275,120275
548,2018,Not Available,Missing,W0304,Victory Gardens IV (6103),CA,20.7,29014,29014
549,2018,Not Available,52161,W0306,Terra-Gen 251 Wind (Zond Monolith X),CA,16.9,21947,21947
550,2018,Not Available,Missing,W0310,Wind Stream Operations 6111 (AES Tehachapi Wind - Zond Systems  Inc - Northwind),CA,6.3,7371,7371
551,2018,Not Available,50533,W0311,Painted Hills Wind Developers (Zond Systems Inc - 6112),CA,19.2,29908,29908
552,2018,Not Available,Missing,W0465,Scheid Vineyards,CA,1.9,3812,3812
553,2018,Not Available,61066,W0466,CDCR-LAC,CA,1.9,4268,4268
554,2018,Not Available,61582,W0471,Voyager Wind II LLC,CA,128.7,12868,12868
555,2018,Not Available,61583,W0472,Voyager Wind III LLC,CA,43.2,1098,1098
556,2018,Not Available,61584,W0473,Voyager Wind IV LLC,CA,21.6,1572,1572
557,2018,Oasis Power Partners LLC,56302,W0385,Oasis Power Partners LLC,CA,60.0,185966,185966
558,2018,Pettern Energy (Ocotillo LLC),57514,W0409,Ocotillo Express LLC,CA,265.4,575314,575314
559,2018,Ridgetop Energy LLC,54931,W0265,Ridgetop Energy II (Cannon Energy Corp),CA,46.9,137760,137760
560,2018,Ridgetop Energy LLC,10597,W0297,Ridgetop Energy (Cannon Energy Corp - 6092),CA,28.5,45134,45134
561,2018,San Gorgornio Farms Inc,50281,W0261,San Gorgonio Farms Wind Farm,CA,30.9,90534,90534
562,2018,San Gorgornio Farms Inc,10718,W0286,Karen Avenue Wind Farm,CA,11.7,31626,31626
563,2018,Seawest Energy Group,54258,W0277,Phoenix Wind (Section 20 Trust),CA,2.1,0,0
564,2018,Seawest Energy Group,50820,W0278,East Winds Project (NAWP Inc),CA,3.0,7425,7425
565,2018,Seawest Energy Group,40485,W0292,Altech III (NAWP Inc. - 6087),CA,18.2,9160,9160
566,2018,Seawest Energy Group,57302,W0299,Green Power I (Dutch Energy Corp),CA,16.2,14790,14790
567,2018,Seawest Energy Group,56075,W0355,High Winds,CA,162.0,345306,345306
568,2018,Seawest Energy Group,58092,W0356,Solano Wind 3 (SMUD Solano Phase 1),CA,127.8,353150,353150
569,2018,See WPRS for details,Missing,W0259,Mogul Energy,CA,4.0,0,0
570,2018,See WPRS for details,50386,W0262,Windland Inc Boxcar I,CA,7.5,14376,14376
571,2018,See WPRS for details,Missing,W0301,Windland Inc Boxcar II,CA,7.8,16044,16044
572,2018,See WPRS for details,50754,W0319,Oak Creek Wind Power,CA,31.5,65001,65001
573,2018,See WPRS for details,10586,W0360,Mountain View III,CA,22.4,68975,68975
574,2018,See WPRS for details,54686,W0374,Difwind Farms Ltd VI,CA,22.3,34847,34847
575,2018,See WPRS for details,54453,W0380,EDF Renewable Windfarm V Inc (ENXCO V),CA,15.5,3484,3484
576,2018,See WPRS for details,Missing,W0390,Golden Acorn Casino,CA,1.0,4114,4114
577,2018,See WPRS for details,Missing,W0413,WAGNER WIND LLC,CA,6.0,13776,13776
578,2018,See WPRS for details,Missing,W0420,Manzana Wind,CA,189.0,514106,514106
579,2018,See WPRS for details,Missing,W0421,Shiloh III Wind Project LLC,CA,102.5,284463,284463
580,2018,See WPRS for details,Missing,W0422,Shiloh IV Wind Project LLC,CA,102.5,299995,299995
581,2018,See WPRS for details,Missing,W0426,Buena Vista Energy LLC,CA,38.0,98291,98291
582,2018,See WPRS for details,Missing,W0430,Mountain View IV,CA,49.0,171877,171877
583,2018,See WPRS for details,Missing,W0437,Wintec Energy #2-A,CA,1.3,3208,3208
584,2018,See WPRS for details,59236,W0438,Rising Tree Wind Farm III,CA,99.0,354027,354027
585,2018,See WPRS for details,Missing,W0439,Dutch Energy Wind Farm,CA,9.5,20936,20936
586,2018,See WPRS for details,Missing,W0440,Garnet Wind Energy Center,CA,6.5,15906,15906
587,2018,See WPRS for details,Missing,W0441,Alta X Wind Energy Center,CA,136.8,366674,366674
588,2018,See WPRS for details,Missing,W0442,Alta XI Wind Energy Center,CA,89.7,261519,261519
589,2018,See WPRS for details,Missing,W0443,Mojave 4,CA,29.0,62891,62891
590,2018,See WPRS for details,Missing,W0444,Mojave 5,CA,22.5,55605,55605
591,2018,See WPRS for details,Missing,W0445,Coram Tehachapi LP,CA,6.5,12759,12759
592,2018,See WPRS for details,Missing,W0447,San Gorgonio Wind,CA,49.5,194463,194463
593,2018,See WPRS for details,Missing,W0449,Terra-Gen VG Wind,CA,6.7,11114,11114
594,2018,See WPRS for details,Missing,W0450,Mountain View I,CA,44.4,133130,133130
595,2018,See WPRS for details,Missing,W0451,Mountain View II,CA,22.2,64355,64355
596,2018,See WPRS for details,Missing,W0452,Cabazon Wind,CA,38.8,80187,80187
597,2018,See WPRS for details,Missing,W0455,City of Soledad,CA,1.0,4127,4127
598,2018,See WPRS for details,Missing,W0457,Taylor Farms,CA,1.0,3870,3870
599,2018,See WPRS for details,Missing,W0458,Rising Tree Wind Farm I,CA,79.2,265989,265989
600,2018,See WPRS for details,Missing,W0459,Rising Tree Wind Farm II,CA,19.8,57838,57838
601,2018,See WPRS for details,60049,W0461,Golden Hills,CA,85.9,313115,313115
602,2018,See WPRS for details,Missing,W0463,Coram Energy LLC,CA,15.0,49848,49848
603,2018,See WPRS for details,Missing,W0467,Tule Wind,CA,131.1,311385,311385
604,2018,See WPRS for details,Missing,W0468,Golden Hills North,CA,46.0,185406,185406
605,2018,Shiloh III Wind Project,56874,W0384,Shiloh Wind Project 2 LLC (Shiloh II & III),CA,153.8,420589,420589
606,2018,Terra-Gen Operating Company,50690,W0283,San Gorgonio Westwinds II,CA,43.4,120084,120084
607,2018,Terra-Gen Operating Company,52161,W0359,Kumeyaay Wind Farm,CA,50.0,155201,155201
608,2018,Terra-Gen Operating Company,54931,W0361,Whitewater Hill Partners LLC,CA,61.5,156463,156463
609,2018,Terra-Gen Operating Company,57757,W0367,Pacific Wind Project LLC,CA,143.5,312942,312942
610,2018,Terra-Gen Operating Company,57282,W0370,Alta I Wind Energy Center,CA,150.0,398580,398580
611,2018,Terra-Gen Operating Company,57291,W0372,Alta II Wind Energy Center,CA,150.0,348597,348597
612,2018,Terra-Gen Operating Company,57292,W0387,Alta III Wind Energy Center,CA,150.0,360073,360073
613,2018,Terra-Gen Operating Company,57293,W0388,Alta IV Wind Energy Center,CA,102.0,178296,178296
614,2018,Terra-Gen Operating Company,57294,W0389,Alta V Wind Energy Center,CA,168.0,303956,303956
615,2018,Terra-Gen Operating Company,10586,W0407,Cameron Ridge,CA,59.7,162686,162686
616,2018,Terra-Gen Operating Company,57834,W0415,Pinyon Pines Winds I,CA,168.0,339371,339371
617,2018,Terra-Gen Operating Company,57837,W0416,Pinyon Pines Winds II,CA,132.0,244262,244262
618,2018,Windpower Partners 1993 LP,50276,W0318,Wintec Energy Ltd.,CA,2.2,358,358
619,2018,Windstar Energy LLC,57774,W0419,Windstar Energy LLC,CA,120.0,290314,290314
